"fecha_comprob","comprobante","puntoventa","numero_comprob","cliente","clientenombre","cuit","ctadeudorescodigo","ctadeudores","ctaventascodigo","ctaventas","total_comprob","imputacion_numero","comprob2","comprob2_nro","fecha_comprob2"
"27/01/2020",Factura de Venta,"0001 - Factura Electronica","00002559",CL000269,CONSUMIDOR FINAL CNRT,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3260.4800000000,,,,//
"27/01/2020",Factura de Venta,"0001 - Factura Electronica","00002560",CL000269,CONSUMIDOR FINAL CNRT,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3260.4800000000,,,,//
"27/01/2020",Factura de Venta,"0001 - Factura Electronica","00002561",CL000269,CONSUMIDOR FINAL CNRT,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3260.4900000000,,,,//
"27/01/2020",Factura de Venta,"0001 - Factura Electronica","00002562",CL000269,CONSUMIDOR FINAL CNRT,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3260.4900000000,,,,//
"27/01/2020",Factura de Venta,"0001 - Factura Electronica","00002563",CL000269,CONSUMIDOR FINAL CNRT,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3260.4900000000,,,,//
"27/01/2020",Factura de Venta,"0001 - Factura Electronica","00002564",CL000269,CONSUMIDOR FINAL CNRT,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3260.4900000000,,,,//
"27/01/2020",Factura de Venta,"0001 - Factura Electronica","00002565",CL000269,CONSUMIDOR FINAL CNRT,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3260.4900000000,,,,//
"27/01/2020",Factura de Venta,"0001 - Factura Electronica","00002566",CL000269,CONSUMIDOR FINAL CNRT,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3260.4900000000,,,,//
"27/01/2020",Factura de Venta,"0001 - Factura Electronica","00002567",CL000269,CONSUMIDOR FINAL CNRT,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3260.4900000000,,,,//
"27/01/2020",Factura de Venta,"0001 - Factura Electronica","00002568",CL000269,CONSUMIDOR FINAL CNRT,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3260.4900000000,,,,//
"27/01/2020",Factura de Venta,"0001 - Factura Electronica","00002569",CL000269,CONSUMIDOR FINAL CNRT,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3260.4900000000,,,,//
"27/01/2020",Factura de Venta,"0001 - Factura Electronica","00002570",CL000269,CONSUMIDOR FINAL CNRT,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3260.4900000000,,,,//
"27/01/2020",Factura de Venta,"0001 - Factura Electronica","00002571",CL000269,CONSUMIDOR FINAL CNRT,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3260.4900000000,,,,//
"27/01/2020",Factura de Venta,"0001 - Factura Electronica","00002572",CL000269,CONSUMIDOR FINAL CNRT,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3260.4900000000,,,,//
"27/01/2020",Factura de Venta Mostrador,"00005 - Guardia Factura Electronica","00000758",CL000268,CONSUMIDOR FINAL GUARDIA,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3092.0000000000,"2017-00000477",Recibo de Cobranza Mostrador,"2020-00000336","27/01/2020"
"27/01/2020",Factura de Venta Mostrador,"00005 - Guardia Factura Electronica","00000759",CL000268,CONSUMIDOR FINAL GUARDIA,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3700.0000000000,"2017-00000478",Recibo de Cobranza Mostrador,"2020-00000337","27/01/2020"
"27/01/2020",Factura de Venta Mostrador,"00005 - Guardia Factura Electronica","00000760",CL000268,CONSUMIDOR FINAL GUARDIA,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,1300.0000000000,"2017-00000476",Recibo de Cobranza Mostrador,"2020-00000335","27/01/2020"
"27/01/2020",Factura de Venta Mostrador,"00004 - Tesoreria","00003821",CL000219,CONSUMIDOR FINAL OTROS,XX,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,358.3300000000,"2017-00000202",Recibo de Cobranza Mostrador,"2020-00000079","27/01/2020"
"27/02/2020",Factura de Venta Mostrador,"00004 - Tesoreria","00003887",CL000270,CONSUMIDOR FINAL CONTA,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3000.0000000000,"2017-00000396",Recibo de Cobranza Mostrador,"2020-00000269","27/02/2020"
"27/02/2020",Factura de Venta Mostrador,"00004 - Tesoreria","00003888",CL000269,CONSUMIDOR FINAL CNRT,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3000.0000000000,,,,//
"27/02/2020",Factura de Venta Mostrador,"00004 - Tesoreria","00003895",CL000219,CONSUMIDOR FINAL OTROS,XX,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,100.0000000000,,,,//
"27/02/2020",Factura de Venta Mostrador,"00004 - Tesoreria","00003895",CL000270,CONSUMIDOR FINAL CONTA,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,100.0000000000,"2017-00000279",Recibo de Cobranza Mostrador,"2020-00000156","27/02/2020"
"27/02/2020",Factura de Venta Mostrador,"00004 - Tesoreria","00003896",CL000219,CONSUMIDOR FINAL OTROS,XX,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,100.0000000000,"2017-00000280",Recibo de Cobranza Mostrador,"2020-00000157","27/02/2020"
"27/02/2020",Factura de Venta Mostrador,"00004 - Tesoreria","00003897",CL000219,CONSUMIDOR FINAL OTROS,XX,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,158.0000000000,"2017-00000281",Recibo de Cobranza Mostrador,"2020-00000158","27/02/2020"
"27/02/2020",Factura de Venta Mostrador,"00004 - Tesoreria","00003898",CL000269,CONSUMIDOR FINAL CNRT,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3000.0000000000,"2017-00000282",Recibo de Cobranza Mostrador,"2020-00000159","27/02/2020"
"27/02/2020",Factura de Venta Mostrador,"00004 - Tesoreria","00003899",CL000219,CONSUMIDOR FINAL OTROS,XX,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,2100.0000000000,"2017-00000558",Recibo de Cobranza Mostrador,"2020-00000417","27/02/2020"
"27/03/2020",Factura de Venta,"00001 - Factura Electronica","00002454",CL000176,SOCIEDAD ITALIANA DE BENEFICIENCIA EN BUENOS AIRES,XX,"01.01.04.01.99",Otros a cobrar,"04.01.01.01.04",Otras Prestaciones,980.5200000000,"2023-00001330",Factura de Ventas Anulada,"0000100002454","27/03/2020"
"27/05/2020",Factura de Venta,"00001 - Factura Electronica","00002951",CL000291,EURO-CENTER LTDA,"550000500003","01.01.04.01.94",Seguro del Viajero a Cobrar,"04.01.01.01.03",Prestaciones Seguros de Viajeros,699.8600000000,,,,//
"27/05/2020",Factura de Venta,"00001 - Factura Electronica","00002952",CL000284,CHINA GEZHOUBA GROUP COMPANY LIMITED ELECTROINGENIERIA S.A.,"30-71432572-4","01.01.04.01.99",Otros a cobrar,"04.01.01.01.04",Otras Prestaciones,39000.0000000000,"2017-00000830",Nota de Crédito de Venta,"0000100000573","10/06/2020"
"27/05/2020",Factura de Venta,"00001 - Factura Electronica","00002953",CL000368,SEEC HNOS SRL,"30-71531321-5","01.01.04.01.99",Otros a cobrar,"04.01.01.01.04",Otras Prestaciones,3250.0000000000,"2017-00000097",Recibo de Cobranza,"202000000048","09/06/2020"
"27/05/2021",Factura de Venta,"00001 - Factura Electronica","00003473",CL000023,INSTITUTO NACIONAL DE SERVICIOS SOCIALES PARA JUBILADOS Y PENSIONADOS,"30-52276392-2","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,3183847.0400000000,,,,//
"27/07/2020",Factura de Venta,"00001 - Factura Electronica","00000045",CL000041,OBRA SOCIAL UNION PERSONAL DE LA UNION DEL PESONAL CIVIL DE LA NACION,"30-68303222-7","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,151997.9100000000,"2017-00000762",Recibo de Cobranza,"202000000327","31/08/2020"
"27/07/2020",Factura de Venta,"00006 - ART Factura Electronica","00000306",CL000208,FEDERACION PATRONAL REASEGUROS SA,"30-71229593-3","01.01.04.01.99",Otros a cobrar,"04.01.01.01.04",Otras Prestaciones,22952.0600000000,"2017-00001259",Recibo de Cobranza,"202000000661","14/10/2021"
"27/07/2020",Factura de Venta,"00001 - Factura Electronica","00003066",CL000198,CAJA DE SERVICIOS SOCIALES DE LA PROVINCIA DE SANTA CRUZ ,"30-63824739-5","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,1587809.0000000000,"2017-00000931",Recibo de Cobranza,"202000000497","30/03/2021"
"27/07/2020",Factura de Venta,"00001 - Factura Electronica","00003067",CL000055,OBRA SOCIAL DE LOS EMPLEADOS DE COMERCIO Y ACTIVIDADES CIVILES,"30-55027355-8","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,299235.4000000000,"2017-00000874",Recibo de Cobranza,"202000000398","23/03/2021"
"27/07/2020",Factura de Venta,"00001 - Factura Electronica","00003068",CL000186,CLINICA DEL VALLE SALUD SRL,"33-71021054-9","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,84718.5100000000,"2022-00000352",Nota de Crédito de Venta,"000010000691","31/05/2022"
"27/07/2020",Factura de Venta,"00001 - Factura Electronica","00003068",CL000186,CLINICA DEL VALLE SALUD SRL,"33-71021054-9","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,84718.5100000000,"2022-00000353",Recibo de Cobranza,"2022-00000199","23/05/2022"
"27/07/2020",Factura de Venta,"00001 - Factura Electronica","00003069",CL000113,OBRA SOCIAL DEL PERSONAL DE LA CONSTRUCCION,"30-61445509-4","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,35712.8800000000,,,,//
"27/07/2020",Factura de Venta,"00001 - Factura Electronica","00003070",CL000041,OBRA SOCIAL UNION PERSONAL DE LA UNION DEL PESONAL CIVIL DE LA NACION,"30-68303222-7","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,30866.9900000000,"2017-00000762",Recibo de Cobranza,"202000000327","31/08/2020"
"27/07/2020",Factura de Venta,"00001 - Factura Electronica","00003071",CL000295,INSTITUTO DE OBRA SOCIAL DE LAS FUERZAS ARMADAS (IOSFA),"30-71429214-1","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,17129.5100000000,"2017-00001037",Recibo de Cobranza,"202000000526","27/07/2021"
"27/07/2020",Factura de Venta,"00001 - Factura Electronica","00003072",CL000097,OBRA SOCIAL DEL PERSONAL AUXILIAR DE CASAS PARTICULARES,XX,"01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,10930.3800000000,,,,//
"27/07/2020",Factura de Venta,"00001 - Factura Electronica","00003073",CL000063,OBRA SOCIAL DE LA ACTIVIDAD DE SEGUROS  REASEGUROS  CAPITALIZACION Y AHORRO Y PRESTAMO PARA LA VIVIE,XX,"01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,7227.3400000000,"2017-00000360",Recibo de Cobranza,"202000000147","14/10/2020"
"27/07/2020",Factura de Venta,"00001 - Factura Electronica","00003074",CL000163,PLAN MEDICO DEL HOSPITAL ALEMAN,"30-54584303-6","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,2983.3600000000,"2017-00001120",Recibo de Cobranza,"202000000406","31/03/2021"
"27/07/2020",Factura de Venta,"00001 - Factura Electronica","00003075",CL000298,SYGMA SERVICIOS INTEGRALES S.A.,"30-70728583-0","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,17602.1500000000,"2017-00000827",Recibo de Cobranza,"202000000365","26/02/2021"
"27/07/2020",Factura de Venta,"00001 - Factura Electronica","00003076",CL000059,OBRA SOCIAL DE EMPRESARIOS PROFESIONALES Y MONOTRIBUTISTAS,"30-58666171-6","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,8570.3700000000,"2017-00000896",Recibo de Cobranza,"202000000431","09/02/2021"
"27/07/2020",Factura de Venta,"00001 - Factura Electronica","00003077",CL000031,MEDIFE ASOCIACION CIVIL,"30-68273765-0","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,9633.8400000000,"2017-00000847",Recibo de Cobranza,"202000000369","12/02/2021"
"27/07/2020",Factura de Venta,"00001 - Factura Electronica","00003078",CL000191,CORTE SUPREMA DE JUSTICIA OBRA SOCIAL DEL PODER JUDICIAL,"30-63619685-8","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,10692.2400000000,"2017-00000403",Recibo de Cobranza,"202000000148","19/10/2020"
"27/07/2020",Factura de Venta,"00001 - Factura Electronica","00003079",CL000267,ASOCIACION MUTUAL SANCOR SALUD,"30-59035479-8","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,38562.4900000000,"2017-00000797",Recibo de Cobranza,"202000000351","29/01/2021"
"27/07/2020",Factura de Venta,"00001 - Factura Electronica","00003080",CL000093,OBRA SOCIAL DE YACIMIENTOS CARBONIFEROS,"30-67858150-6","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,10088.6300000000,"2017-00000651",Recibo de Cobranza,"202000000230","16/10/2020"
"27/07/2020",Factura de Venta,"00001 - Factura Electronica","00003081",CL000050,OBRA SOCIAL DE CONDUCTORES CAMIONEROS Y PERSONAL DEL TRANSPORTE AUTOMOTOR DE CARGAS,"30-66150769-8","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,29879.8800000000,"2017-00000673",Recibo de Cobranza,"202000000270","19/08/2020"
"27/07/2020",Factura de Venta,"00001 - Factura Electronica","00003082",CL000178,SWISS MEDICAL,"30-65485516-8","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,12885.7700000000,"2017-00000799",Recibo de Cobranza,"202000000353","01/02/2021"
"27/07/2020",Factura de Venta,"00001 - Factura Electronica","00003083",CL000380,SUPERINTENDENCIA DE BIENESTAR POLICIA FEDERAL ARGENTINA,"30-54666267-1","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,4575.7600000000,"2022-00000113",Recibo de Cobranza,"2022-00000046","08/02/2022"
"27/07/2020",Factura de Venta,"00001 - Factura Electronica","00003084",CL000186,CLINICA DEL VALLE SALUD SRL,"33-71021054-9","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,9678.7700000000,"2022-00000575",Nota de Crédito de Venta,"0000100000701","29/06/2022"
"27/07/2020",Factura de Venta,"00001 - Factura Electronica","00003084",CL000186,CLINICA DEL VALLE SALUD SRL,"33-71021054-9","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,9678.7700000000,"2022-00000592",Recibo de Cobranza,"2022-00000362","22/06/2022"
"27/07/2020",Factura de Venta,"00001 - Factura Electronica","00003085",CL000212,GALENO ARGENTINA SA,"30-52242816-3","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,16354.3900000000,"2017-00000695",Recibo de Cobranza,"202000000292","01/10/2020"
"27/07/2020",Factura de Venta,"00001 - Factura Electronica","00003086",CL000284,CHINA GEZHOUBA GROUP COMPANY LIMITED ELECTROINGENIERIA S.A.,"30-71432572-4","01.01.04.01.99",Otros a cobrar,"04.01.01.01.04",Otras Prestaciones,22750.0000000000,"2022-00000140",Recibo de Cobranza,"2022-00000058","14/08/2020"
"27/07/2020",Factura de Venta,"00001 - Factura Electronica","00003087",CL000295,INSTITUTO DE OBRA SOCIAL DE LAS FUERZAS ARMADAS (IOSFA),"30-71429214-1","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,112686.8100000000,"2017-00001050",Recibo de Cobranza,"202000000539","12/07/2021"
"27/07/2020",Factura de Venta,"00001 - Factura Electronica","00003088",CL000113,OBRA SOCIAL DEL PERSONAL DE LA CONSTRUCCION,"30-61445509-4","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,209307.1200000000,,,,//
"27/07/2020",Factura de Venta,"00001 - Factura Electronica","00003089",CL000186,CLINICA DEL VALLE SALUD SRL,"33-71021054-9","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,150383.4400000000,"2022-00000592",Recibo de Cobranza,"2022-00000362","22/06/2022"
"27/08/2021",Factura de Venta,"00001 - Factura Electronica","00003644",CL000378,TWEEDIE JULIA RUTH,"23-92192811-4","01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,77710.0000000000,"2017-00001059",Recibo de Cobranza,"202000000548","26/08/2021"
"28/01/2020",Factura de Venta,"0006 - ART Factura Electronica","00000273",CL000211,OMINT ART,"30-71234180-3","01.01.04.01.99",Otros a cobrar,"04.01.01.01.04",Otras Prestaciones,4818.9100000000,"2017-00001097",Recibo de Cobranza,"202000000590","13/09/2021"
"28/01/2020",Factura de Venta,"0006 - ART Factura Electronica","00000274",CL000261,ASOCIART SA ASEGURADORA DE RIESGOS DEL TRABAJO,"30-68627333-0","01.01.04.01.99",Otros a cobrar,"04.01.01.01.04",Otras Prestaciones,8846.5400000000,"2017-00000121",Recibo de Cobranza,"202000000073","09/03/2020"
"28/01/2020",Factura de Venta,"0006 - ART Factura Electronica","00000275",CL000261,ASOCIART SA ASEGURADORA DE RIESGOS DEL TRABAJO,"30-68627333-0","01.01.04.01.99",Otros a cobrar,"04.01.01.01.04",Otras Prestaciones,7838.1000000000,"2017-00000121",Recibo de Cobranza,"202000000073","09/03/2020"
"28/01/2020",Factura de Venta,"0006 - ART Factura Electronica","00000276",CL000261,ASOCIART SA ASEGURADORA DE RIESGOS DEL TRABAJO,"30-68627333-0","01.01.04.01.99",Otros a cobrar,"04.01.01.01.04",Otras Prestaciones,4697.1600000000,"2017-00000121",Recibo de Cobranza,"202000000073","09/03/2020"
"28/01/2020",Factura de Venta,"0005 - Guardia Factura Electronica","00000761",CL000268,CONSUMIDOR FINAL GUARDIA,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,1300.0000000000,,,,//
"28/01/2020",Factura de Venta,"0005 - Guardia Factura Electronica","00000762",CL000268,CONSUMIDOR FINAL GUARDIA,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,2600.0000000000,,,,//
"28/01/2020",Factura de Venta,"0005 - Guardia Factura Electronica","00000763",CL000268,CONSUMIDOR FINAL GUARDIA,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,2180.0000000000,,,,//
"28/01/2020",Factura de Venta,"0005 - Guardia Factura Electronica","00000764",CL000268,CONSUMIDOR FINAL GUARDIA,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,39465.0000000000,,,,//
"28/01/2020",Factura de Venta,"0005 - Guardia Factura Electronica","00000765",CL000268,CONSUMIDOR FINAL GUARDIA,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,1600.0000000000,,,,//
"28/01/2020",Factura de Venta,"0005 - Guardia Factura Electronica","00000766",CL000268,CONSUMIDOR FINAL GUARDIA,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3940.0000000000,,,,//
"28/01/2020",Factura de Venta,"0001 - Factura Electronica","00002573",CL000269,CONSUMIDOR FINAL CNRT,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3260.4900000000,,,,//
"28/01/2020",Factura de Venta,"0001 - Factura Electronica","00002574",CL000269,CONSUMIDOR FINAL CNRT,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3260.4900000000,,,,//
"28/01/2020",Factura de Venta,"0001 - Factura Electronica","00002575",CL000269,CONSUMIDOR FINAL CNRT,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3260.4900000000,,,,//
"28/01/2020",Factura de Venta,"0001 - Factura Electronica","00002576",CL000269,CONSUMIDOR FINAL CNRT,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3260.4900000000,,,,//
"28/01/2020",Factura de Venta,"0001 - Factura Electronica","00002577",CL000269,CONSUMIDOR FINAL CNRT,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3260.4900000000,,,,//
"28/01/2020",Factura de Venta,"0001 - Factura Electronica","00002578",CL000269,CONSUMIDOR FINAL CNRT,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3260.4900000000,,,,//
"28/01/2020",Factura de Venta,"0001 - Factura Electronica","00002579",CL000269,CONSUMIDOR FINAL CNRT,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3260.4900000000,,,,//
"28/01/2020",Factura de Venta,"0001 - Factura Electronica","00002580",CL000269,CONSUMIDOR FINAL CNRT,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3260.4900000000,,,,//
"28/01/2020",Factura de Venta,"0001 - Factura Electronica","00002581",CL000269,CONSUMIDOR FINAL CNRT,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3260.4900000000,,,,//
"28/01/2020",Factura de Venta,"0001 - Factura Electronica","00002582",CL000269,CONSUMIDOR FINAL CNRT,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3260.4900000000,,,,//
"28/01/2020",Factura de Venta,"0001 - Factura Electronica","00002583",CL000269,CONSUMIDOR FINAL CNRT,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3260.4900000000,,,,//
"28/01/2020",Factura de Venta,"0001 - Factura Electronica","00002584",CL000269,CONSUMIDOR FINAL CNRT,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3260.4900000000,,,,//
"28/01/2020",Factura de Venta,"0001 - Factura Electronica","00002585",CL000269,CONSUMIDOR FINAL CNRT,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3260.4900000000,,,,//
"28/01/2020",Factura de Venta,"0001 - Factura Electronica","00002586",CL000269,CONSUMIDOR FINAL CNRT,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3260.4900000000,,,,//
"28/01/2020",Factura de Venta,"0001 - Factura Electronica","00002587",CL000269,CONSUMIDOR FINAL CNRT,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3260.4900000000,,,,//
"28/01/2020",Factura de Venta,"0001 - Factura Electronica","00002588",CL000269,CONSUMIDOR FINAL CNRT,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3260.4900000000,,,,//
"28/01/2020",Factura de Venta,"0001 - Factura Electronica","00002589",CL000269,CONSUMIDOR FINAL CNRT,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3260.4900000000,,,,//
"28/01/2020",Factura de Venta,"0001 - Factura Electronica","00002590",CL000269,CONSUMIDOR FINAL CNRT,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3260.4900000000,,,,//
"28/01/2020",Factura de Venta,"0001 - Factura Electronica","00002591",CL000269,CONSUMIDOR FINAL CNRT,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3260.4900000000,,,,//
"28/01/2020",Factura de Venta,"0001 - Factura Electronica","00002592",CL000269,CONSUMIDOR FINAL CNRT,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3260.4900000000,,,,//
"28/01/2020",Factura de Venta,"0001 - Factura Electronica","00002593",CL000269,CONSUMIDOR FINAL CNRT,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3260.4900000000,,,,//
"28/01/2020",Factura de Venta,"0001 - Factura Electronica","00002594",CL000269,CONSUMIDOR FINAL CNRT,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3260.4900000000,,,,//
"28/01/2020",Factura de Venta,"0001 - Factura Electronica","00002595",CL000269,CONSUMIDOR FINAL CNRT,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3260.4900000000,,,,//
"28/01/2020",Factura de Venta,"0001 - Factura Electronica","00002596",CL000269,CONSUMIDOR FINAL CNRT,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3260.4900000000,,,,//
"28/01/2020",Factura de Venta,"0001 - Factura Electronica","00002597",CL000269,CONSUMIDOR FINAL CNRT,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3260.4900000000,,,,//
"28/01/2020",Factura de Venta,"0001 - Factura Electronica","00002598",CL000269,CONSUMIDOR FINAL CNRT,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3260.4900000000,,,,//
