"fecha_comprob","comprobante","puntoventa","numero_comprob","estado","flag","cliente","clientenombre","cuit","ctadeudorescodigo","ctadeudores","ctaventascodigo","ctaventas","total_comprob","imputacion_numero","comprob2","comprob2_nro","comprob2_estado","comprob2_flag","fecha_comprob2"
"25/10/2021",Factura de Venta,"00001 - Factura Electronica","00003784",C,Cerrada,CL000286,DIRECCION DE AYUDA SOCIAL PARA EL PERSONAL DEL CONGRESO DE LA NACION,"30-54669846-3","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,1575.5100000000,"2022-00000181",Recibo de Cobranza,"2022-00000085",C,,"07/03/2022"
"25/10/2021",Factura de Venta,"00001 - Factura Electronica","00003785",C,Cerrada,CL000132,OBRA SOCIAL DEL PERSONAL DE LA SANIDAD ARGENTINA,XX,"01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,1568.8400000000,"2022-00000043",Recibo de Cobranza,"2022-00000022",C,,"18/01/2022"
"25/11/2020",Factura de Venta,"00001 - Factura Electronica","00003239",C,Cerrada,CL000371,INTERNATIONAL LOGISTICS & SOLUTIONS LLC,"550041530005","01.01.04.01.94",Seguro del Viajero a Cobrar,"04.01.01.01.03",Prestaciones Seguros de Viajeros,482.9900000000,,,,,,//
"25/11/2021",Factura de Venta,"00001 - Factura Electronica","00000107",C,Cerrada,CL000041,OBRA SOCIAL UNION PERSONAL DE LA UNION DEL PESONAL CIVIL DE LA NACION,"30-68303222-7","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,833733.0200000000,"2022-00000010",Recibo de Cobranza,"2022-00000017",C,,"07/01/2022"
"25/11/2021",Factura de Venta,"00001 - Factura Electronica","00000108",C,Cerrada,CL000178,SWISS MEDICAL,"30-65485516-8","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,207611.9700000000,"2023-00002431",Nota de Crédito de Venta,C0000100000022,C,Cerrada,"20/01/2022"
"25/11/2021",Factura de Venta,"00001 - Factura Electronica","00003813",C,Cerrada,CL000198,CAJA DE SERVICIOS SOCIALES DE LA PROVINCIA DE SANTA CRUZ ,"30-63824739-5","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,4678629.8100000000,,,,,,//
"25/11/2021",Factura de Venta,"00001 - Factura Electronica","00003814",C,Cerrada,CL000186,CLINICA DEL VALLE SALUD SRL,"33-71021054-9","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,707214.9100000000,,,,,,//
"25/11/2021",Factura de Venta,"00001 - Factura Electronica","00003815",C,Cerrada,CL000295,INSTITUTO DE OBRA SOCIAL DE LAS FUERZAS ARMADAS (IOSFA),"30-71429214-1","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,327582.9800000000,"2022-00000104",Recibo de Cobranza,"2022-00000038",C,,"04/02/2022"
"25/11/2021",Factura de Venta,"00001 - Factura Electronica","00003816",C,Cerrada,CL000055,OBRA SOCIAL DE LOS EMPLEADOS DE COMERCIO Y ACTIVIDADES CIVILES,"30-55027355-8","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,1022032.2500000000,"2023-00002501",Recibo de Cobranza,"2022-00000101",C,,"14/03/2022"
"25/11/2021",Factura de Venta,"00001 - Factura Electronica","00003817",C,Cerrada,CL000150,OBRA SOCIAL DEL PERSONAL RURAL Y ESTIBADORES DE LA REPUBLICA ARGENTINA,"30-54733941-6","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,38827.0300000000,"2022-00000254",Recibo de Cobranza,"2022-00000142",C,,"04/02/2022"
"25/11/2021",Factura de Venta,"00001 - Factura Electronica","00003818",C,Cerrada,CL000150,OBRA SOCIAL DEL PERSONAL RURAL Y ESTIBADORES DE LA REPUBLICA ARGENTINA,"30-54733941-6","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,69402.0100000000,"2022-00000254",Recibo de Cobranza,"2022-00000142",C,,"04/02/2022"
"25/11/2021",Factura de Venta,"00001 - Factura Electronica","00003819",C,Cerrada,CL000150,OBRA SOCIAL DEL PERSONAL RURAL Y ESTIBADORES DE LA REPUBLICA ARGENTINA,"30-54733941-6","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,72162.2200000000,"2022-00000254",Recibo de Cobranza,"2022-00000142",C,,"04/02/2022"
"25/11/2021",Factura de Venta,"00001 - Factura Electronica","00003820",C,Cerrada,CL000031,MEDIFE ASOCIACION CIVIL,"30-68273765-0","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,122172.6500000000,"2023-00001069",Nota de Crédito de Venta,"0000100000759",C,Cerrada,"08/02/2023"
"25/11/2021",Factura de Venta,"00001 - Factura Electronica","00003820",C,Cerrada,CL000031,MEDIFE ASOCIACION CIVIL,"30-68273765-0","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,122172.6500000000,"2023-00001152",Recibo de Cobranza,"2023-00000542",C,,"13/02/2023"
"25/11/2021",Factura de Venta,"00001 - Factura Electronica","00003821",C,Cerrada,CL000212,GALENO ARGENTINA SA,"30-52242816-3","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,103815.1000000000,"2022-00000227",Recibo de Cobranza,"2022-00000115",C,,"01/04/2022"
"25/11/2021",Factura de Venta,"00001 - Factura Electronica","00003822",C,Cerrada,CL000212,GALENO ARGENTINA SA,"30-52242816-3","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,59742.1000000000,"2022-00000228",Recibo de Cobranza,"2022-00000116",C,,"01/04/2022"
"25/11/2021",Factura de Venta,"00001 - Factura Electronica","00003823",C,Cerrada,CL000050,OBRA SOCIAL DE CONDUCTORES CAMIONEROS Y PERSONAL DEL TRANSPORTE AUTOMOTOR DE CARGAS,"30-66150769-8","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,77262.5500000000,"2022-00000058",Recibo de Cobranza,"2022-00000027",C,,"24/01/2022"
"25/11/2021",Factura de Venta,"00001 - Factura Electronica","00003824",C,Cerrada,CL000059,OBRA SOCIAL DE EMPRESARIOS PROFESIONALES Y MONOTRIBUTISTAS,"30-58666171-6","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,215094.0900000000,"2022-00000205",Recibo de Cobranza,"2022-00000103",C,,"14/03/2022"
"25/11/2021",Factura de Venta,"00001 - Factura Electronica","00003825",C,Cerrada,CL000380,SUPERINTENDENCIA DE BIENESTAR POLICIA FEDERAL ARGENTINA,"30-54666267-1","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,149322.1600000000,"2022-00000337",Recibo de Cobranza,"2022-00000190",C,,"29/03/2022"
"25/11/2021",Factura de Venta,"00001 - Factura Electronica","00003826",C,Cerrada,CL000267,ASOCIACION MUTUAL SANCOR SALUD,"30-59035479-8","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,163057.9500000000,"2022-00000013",Recibo de Cobranza,"2022-00000020",C,,"17/01/2022"
"25/11/2021",Factura de Venta,"00001 - Factura Electronica","00003827",C,Cerrada,CL000093,OBRA SOCIAL DE YACIMIENTOS CARBONIFEROS,"30-67858150-6","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,64425.1500000000,"2022-00000096",Recibo de Cobranza,"2022-00000033",C,,"27/01/2022"
"25/11/2021",Factura de Venta,"00001 - Factura Electronica","00003828",C,Cerrada,CL000097,OBRA SOCIAL DEL PERSONAL AUXILIAR DE CASAS PARTICULARES,XX,"01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,160036.5000000000,,,,,,//
"25/11/2021",Factura de Venta,"00001 - Factura Electronica","00003829",C,Cerrada,CL000081,OBRA SOCIAL DE PETROLEROS,"30-66187671-5
","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,45799.2100000000,"2022-00000029",Recibo de Cobranza,"2022-00000011",C,,"07/01/2022"
"25/11/2021",Factura de Venta,"00001 - Factura Electronica","00003830",C,Cerrada,CL000063,OBRA SOCIAL DE LA ACTIVIDAD DE SEGUROS  REASEGUROS  CAPITALIZACION Y AHORRO Y PRESTAMO PARA LA VIVIE,XX,"01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,62092.6400000000,"2022-00000535",Recibo de Cobranza,"2022-00000341",C,,"21/09/2022"
"26/01/2020",Factura de Venta Mostrador,"00005 - Guardia Factura Electronica","00000755",C,Cerrada,CL000268,CONSUMIDOR FINAL GUARDIA,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,1300.0000000000,"2017-00000470",Recibo de Cobranza Mostrador,"2020-00000329",C,,"26/01/2020"
"26/01/2020",Factura de Venta Mostrador,"00005 - Guardia Factura Electronica","00000756",C,Cerrada,CL000268,CONSUMIDOR FINAL GUARDIA,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,1300.0000000000,"2017-00000471",Recibo de Cobranza Mostrador,"2020-00000330",C,,"26/01/2020"
"26/01/2020",Factura de Venta Mostrador,"00005 - Guardia Factura Electronica","00000757",C,Cerrada,CL000268,CONSUMIDOR FINAL GUARDIA,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,1300.0000000000,"2017-00000472",Recibo de Cobranza Mostrador,"2020-00000331",C,,"26/01/2020"
"26/01/2021",Factura de Venta Mostrador,"00004 - Tesoreria","00004006",C,Cerrada,CL000219,CONSUMIDOR FINAL OTROS,XX,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,1005.3800000000,"2017-00000811",Recibo de Cobranza Mostrador,"2020-00000490",C,,"26/01/2021"
"26/01/2021",Factura de Venta Mostrador,"00004 - Tesoreria","00004007",C,Cerrada,CL000219,CONSUMIDOR FINAL OTROS,XX,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,1359.6000000000,"2017-00000810",Recibo de Cobranza Mostrador,"2020-00000489",C,,"26/01/2021"
"26/02/2020",Factura de Venta,"00001 - Factura Electronica","00002711",C,Cerrada,CL000269,CONSUMIDOR FINAL CNRT,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3260.4900000000,"2017-00000626",Recibo de Cobranza,"202000000171",C,,"27/02/2020"
"26/02/2020",Factura de Venta,"00001 - Factura Electronica","00002712",C,Cerrada,CL000269,CONSUMIDOR FINAL CNRT,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3260.4900000000,"2017-00000119",Recibo de Cobranza,"202000000071",C,,"04/03/2020"
"26/02/2020",Factura de Venta,"00001 - Factura Electronica","00002713",C,Cerrada,CL000269,CONSUMIDOR FINAL CNRT,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3260.4900000000,"2017-00000626",Recibo de Cobranza,"202000000171",C,,"27/02/2020"
"26/02/2020",Factura de Venta Mostrador,"00004 - Tesoreria","00000113",N,Anulada,CL000269,CONSUMIDOR FINAL CNRT,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3260.4900000000,,,,,,//
"26/02/2020",Factura de Venta Mostrador,"00004 - Tesoreria","00003888",C,Cerrada,CL000270,CONSUMIDOR FINAL CONTA,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3000.0000000000,"2017-00000274",Recibo de Cobranza Mostrador,"2020-00000151",C,,"26/02/2020"
"26/02/2020",Factura de Venta Mostrador,"00004 - Tesoreria","00003889",C,Cerrada,CL000219,CONSUMIDOR FINAL OTROS,XX,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,500.0000000000,"2017-00000275",Recibo de Cobranza Mostrador,"2020-00000152",C,,"26/02/2020"
"26/02/2020",Factura de Venta Mostrador,"00004 - Tesoreria","00003890",C,Cerrada,CL000270,CONSUMIDOR FINAL CONTA,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3000.0000000000,"2017-00000286",Recibo de Cobranza Mostrador,"2020-00000163",C,,"26/02/2020"
"26/02/2020",Factura de Venta Mostrador,"00004 - Tesoreria","00003891",C,Cerrada,CL000219,CONSUMIDOR FINAL OTROS,XX,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,100.0000000000,"2017-00000276",Recibo de Cobranza Mostrador,"2020-00000153",C,,"26/02/2020"
"26/02/2020",Factura de Venta Mostrador,"00004 - Tesoreria","00003892",C,Cerrada,CL000269,CONSUMIDOR FINAL CNRT,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,100.0000000000,"2017-00000277",Recibo de Cobranza Mostrador,"2020-00000154",C,,"26/02/2020"
"26/02/2020",Factura de Venta Mostrador,"00004 - Tesoreria","00003892",N,Anulada,CL000219,CONSUMIDOR FINAL OTROS,XX,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,100.0000000000,,,,,,//
"26/02/2020",Factura de Venta Mostrador,"00004 - Tesoreria","00003893",C,Cerrada,CL000269,CONSUMIDOR FINAL CNRT,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3260.4900000000,"2017-00000612",Nota de Crédito de Venta,"0000400000113",C,Cerrada,"26/02/2020"
"26/02/2020",Factura de Venta Mostrador,"00004 - Tesoreria","00003894",C,Cerrada,CL000270,CONSUMIDOR FINAL CONTA,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,500.0000000000,"2017-00000278",Recibo de Cobranza Mostrador,"2020-00000155",C,,"26/02/2020"
"26/02/2021",Factura de Venta,"00001 - Factura Electronica","00003347",C,Cerrada,CL000023,INSTITUTO NACIONAL DE SERVICIOS SOCIALES PARA JUBILADOS Y PENSIONADOS,"30-52276392-2","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,337110.3100000000,"2017-00000856",Recibo de Cobranza,"202000000380",C,,"19/03/2021"
"26/02/2021",Factura de Venta,"00001 - Factura Electronica","00003348",C,Cerrada,CL000023,INSTITUTO NACIONAL DE SERVICIOS SOCIALES PARA JUBILADOS Y PENSIONADOS,"30-52276392-2","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,67814.0700000000,"2017-00000856",Recibo de Cobranza,"202000000380",C,,"19/03/2021"
"26/04/2021",Factura de Venta,"00001 - Factura Electronica","00003433",C,Cerrada,CL000188,UNIVERSAL ASSISTANCE SOCIEDAD ANONIMA,"30-58146679-6","01.01.04.01.94",Seguro del Viajero a Cobrar,"04.01.01.01.03",Prestaciones Seguros de Viajeros,1448.0000000000,"2017-00000914",Recibo de Cobranza,"202000000489",C,,"04/06/2021"
"26/04/2021",Factura de Venta,"00001 - Factura Electronica","00003434",C,Cerrada,CL000188,UNIVERSAL ASSISTANCE SOCIEDAD ANONIMA,"30-58146679-6","01.01.04.01.94",Seguro del Viajero a Cobrar,"04.01.01.01.03",Prestaciones Seguros de Viajeros,4115.0000000000,"2017-00000914",Recibo de Cobranza,"202000000489",C,,"04/06/2021"
"26/04/2021",Factura de Venta,"00001 - Factura Electronica","00003435",C,Cerrada,CL000188,UNIVERSAL ASSISTANCE SOCIEDAD ANONIMA,"30-58146679-6","01.01.04.01.94",Seguro del Viajero a Cobrar,"04.01.01.01.03",Prestaciones Seguros de Viajeros,4150.0000000000,"2017-00000894",Recibo de Cobranza,"202000000429",C,,"07/05/2021"
"26/04/2021",Factura de Venta,"00001 - Factura Electronica","00003435",N,Anulada,CL000188,UNIVERSAL ASSISTANCE SOCIEDAD ANONIMA,"30-58146679-6","01.01.04.01.94",Seguro del Viajero a Cobrar,"04.01.01.01.03",Prestaciones Seguros de Viajeros,4150.0000000000,,,,,,//
"26/04/2021",Factura de Venta,"00001 - Factura Electronica","00003436",C,Cerrada,CL000188,UNIVERSAL ASSISTANCE SOCIEDAD ANONIMA,"30-58146679-6","01.01.04.01.94",Seguro del Viajero a Cobrar,"04.01.01.01.03",Prestaciones Seguros de Viajeros,1392.5000000000,"2017-00000914",Recibo de Cobranza,"202000000489",C,,"04/06/2021"
"26/04/2021",Factura de Venta,"00001 - Factura Electronica","00003437",C,Cerrada,CL000188,UNIVERSAL ASSISTANCE SOCIEDAD ANONIMA,"30-58146679-6","01.01.04.01.94",Seguro del Viajero a Cobrar,"04.01.01.01.03",Prestaciones Seguros de Viajeros,12110.0000000000,"2017-00000928",Recibo de Cobranza,"202000000496",C,,"28/05/2021"
"26/04/2021",Factura de Venta,"00001 - Factura Electronica","00003438",C,Cerrada,CL000187,ASSIST CARD ARGENTINA SOCIEDAD ANONIMA DE SERVICIOS,"33-54799242-9","01.01.04.01.94",Seguro del Viajero a Cobrar,"04.01.01.01.03",Prestaciones Seguros de Viajeros,4953.5000000000,,,,,,//
"26/04/2021",Factura de Venta,"00001 - Factura Electronica","00003439",C,Cerrada,CL000187,ASSIST CARD ARGENTINA SOCIEDAD ANONIMA DE SERVICIOS,"33-54799242-9","01.01.04.01.94",Seguro del Viajero a Cobrar,"04.01.01.01.03",Prestaciones Seguros de Viajeros,2877.7500000000,,,,,,//
"26/04/2021",Factura de Venta,"00001 - Factura Electronica","00003440",C,Cerrada,CL000187,ASSIST CARD ARGENTINA SOCIEDAD ANONIMA DE SERVICIOS,"33-54799242-9","01.01.04.01.94",Seguro del Viajero a Cobrar,"04.01.01.01.03",Prestaciones Seguros de Viajeros,3088.2500000000,,,,,,//
"26/04/2021",Factura de Venta,"00001 - Factura Electronica","00003441",C,Cerrada,CL000187,ASSIST CARD ARGENTINA SOCIEDAD ANONIMA DE SERVICIOS,"33-54799242-9","01.01.04.01.94",Seguro del Viajero a Cobrar,"04.01.01.01.03",Prestaciones Seguros de Viajeros,2057.3500000000,,,,,,//
"26/05/2020",Factura de Venta,"00001 - Factura Electronica","00000034",C,Cerrada,CL000284,CHINA GEZHOUBA GROUP COMPANY LIMITED ELECTROINGENIERIA S.A.,"30-71432572-4","01.01.04.01.99",Otros a cobrar,"04.01.01.01.04",Otras Prestaciones,146250.0000000000,"2022-00000139",Recibo de Cobranza,"2022-00000057",C,,"03/07/2020"
"26/05/2020",Factura de Venta,"00001 - Factura Electronica","00002950",C,Cerrada,CL000284,CHINA GEZHOUBA GROUP COMPANY LIMITED ELECTROINGENIERIA S.A.,"30-71432572-4","01.01.04.01.99",Otros a cobrar,"04.01.01.01.04",Otras Prestaciones,6500.0000000000,"2022-00000139",Recibo de Cobranza,"2022-00000057",C,,"03/07/2020"
"26/05/2021",Factura de Venta,"00001 - Factura Electronica","00003467",C,Cerrada,CL000188,UNIVERSAL ASSISTANCE SOCIEDAD ANONIMA,"30-58146679-6","01.01.04.01.94",Seguro del Viajero a Cobrar,"04.01.01.01.03",Prestaciones Seguros de Viajeros,1448.0000000000,"2017-00001231",Recibo de Cobranza,"202000000645",C,,"23/06/2021"
"26/05/2021",Factura de Venta,"00001 - Factura Electronica","00003468",C,Cerrada,CL000188,UNIVERSAL ASSISTANCE SOCIEDAD ANONIMA,"30-58146679-6","01.01.04.01.94",Seguro del Viajero a Cobrar,"04.01.01.01.03",Prestaciones Seguros de Viajeros,1237.2500000000,"2017-00001231",Recibo de Cobranza,"202000000645",C,,"23/06/2021"
"26/05/2021",Factura de Venta,"00001 - Factura Electronica","00003469",C,Cerrada,CL000188,UNIVERSAL ASSISTANCE SOCIEDAD ANONIMA,"30-58146679-6","01.01.04.01.94",Seguro del Viajero a Cobrar,"04.01.01.01.03",Prestaciones Seguros de Viajeros,1237.2500000000,"2017-00001231",Recibo de Cobranza,"202000000645",C,,"23/06/2021"
"26/05/2021",Factura de Venta,"00001 - Factura Electronica","00003470",C,Cerrada,CL000187,ASSIST CARD ARGENTINA SOCIEDAD ANONIMA DE SERVICIOS,"33-54799242-9","01.01.04.01.94",Seguro del Viajero a Cobrar,"04.01.01.01.03",Prestaciones Seguros de Viajeros,3088.2500000000,"2017-00001074",Recibo de Cobranza,"202000000564",C,,"21/07/2021"
"26/05/2021",Factura de Venta,"00001 - Factura Electronica","00003471",C,Cerrada,CL000187,ASSIST CARD ARGENTINA SOCIEDAD ANONIMA DE SERVICIOS,"33-54799242-9","01.01.04.01.94",Seguro del Viajero a Cobrar,"04.01.01.01.03",Prestaciones Seguros de Viajeros,8353.2500000000,"2017-00001074",Recibo de Cobranza,"202000000564",C,,"21/07/2021"
"26/05/2021",Factura de Venta,"00001 - Factura Electronica","00003472",C,Cerrada,CL000187,ASSIST CARD ARGENTINA SOCIEDAD ANONIMA DE SERVICIOS,"33-54799242-9","01.01.04.01.94",Seguro del Viajero a Cobrar,"04.01.01.01.03",Prestaciones Seguros de Viajeros,2877.5000000000,"2017-00001074",Recibo de Cobranza,"202000000564",C,,"21/07/2021"
"26/08/2021",Factura de Venta,"00001 - Factura Electronica","00003639",C,Cerrada,CL000023,INSTITUTO NACIONAL DE SERVICIOS SOCIALES PARA JUBILADOS Y PENSIONADOS,"30-52276392-2","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,190750.0300000000,"2017-00001484",Recibo de Cobranza,"202000000741",C,,"07/10/2021"
"26/08/2021",Factura de Venta,"00001 - Factura Electronica","00003640",C,Cerrada,CL000023,INSTITUTO NACIONAL DE SERVICIOS SOCIALES PARA JUBILADOS Y PENSIONADOS,"30-52276392-2","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,466826.3200000000,"2017-00001484",Recibo de Cobranza,"202000000741",C,,"07/10/2021"
"26/08/2021",Factura de Venta,"00001 - Factura Electronica","00003641",C,Cerrada,CL000023,INSTITUTO NACIONAL DE SERVICIOS SOCIALES PARA JUBILADOS Y PENSIONADOS,"30-52276392-2","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,807587.0300000000,"2017-00001484",Recibo de Cobranza,"202000000741",C,,"07/10/2021"
"26/08/2021",Factura de Venta,"00001 - Factura Electronica","00003642",C,Cerrada,CL000023,INSTITUTO NACIONAL DE SERVICIOS SOCIALES PARA JUBILADOS Y PENSIONADOS,"30-52276392-2","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,110220.4500000000,"2017-00001484",Recibo de Cobranza,"202000000741",C,,"07/10/2021"
"26/08/2021",Factura de Venta,"00001 - Factura Electronica","00003643",C,Cerrada,CL000023,INSTITUTO NACIONAL DE SERVICIOS SOCIALES PARA JUBILADOS Y PENSIONADOS,"30-52276392-2","01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,955243.8700000000,"2017-00001484",Recibo de Cobranza,"202000000741",C,,"07/10/2021"
"26/11/2020",Factura de Venta,"00001 - Factura Electronica","00003240",C,Cerrada,CL000097,OBRA SOCIAL DEL PERSONAL AUXILIAR DE CASAS PARTICULARES,XX,"01.01.04.01.01",Obra Sociales a cobrar,"04.01.01.01.02",Prestaciones Obras Sociales,9985.3200000000,,,,,,//
"27/01/2020",Factura de Venta,"0006 - ART Factura Electronica","00000272",C,Cerrada,CL000211,OMINT ART,"30-71234180-3","01.01.04.01.99",Otros a cobrar,"04.01.01.01.04",Otras Prestaciones,55931.6800000000,"2017-00001097",Recibo de Cobranza,"202000000590",C,,"13/09/2021"
"27/01/2020",Factura de Venta,"0001 - Factura Electronica","00002537",C,Cerrada,CL000269,CONSUMIDOR FINAL CNRT,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3260.4800000000,,,,,,//
"27/01/2020",Factura de Venta,"0001 - Factura Electronica","00002538",C,Cerrada,CL000269,CONSUMIDOR FINAL CNRT,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3284.8600000000,,,,,,//
"27/01/2020",Factura de Venta,"0001 - Factura Electronica","00002539",C,Cerrada,CL000269,CONSUMIDOR FINAL CNRT,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3260.4800000000,,,,,,//
"27/01/2020",Factura de Venta,"0001 - Factura Electronica","00002540",C,Cerrada,CL000269,CONSUMIDOR FINAL CNRT,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3260.4800000000,,,,,,//
"27/01/2020",Factura de Venta,"0001 - Factura Electronica","00002541",C,Cerrada,CL000269,CONSUMIDOR FINAL CNRT,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3260.4800000000,,,,,,//
"27/01/2020",Factura de Venta,"0001 - Factura Electronica","00002542",C,Cerrada,CL000269,CONSUMIDOR FINAL CNRT,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3260.4800000000,,,,,,//
"27/01/2020",Factura de Venta,"0001 - Factura Electronica","00002543",C,Cerrada,CL000269,CONSUMIDOR FINAL CNRT,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3284.8600000000,,,,,,//
"27/01/2020",Factura de Venta,"0001 - Factura Electronica","00002544",C,Cerrada,CL000269,CONSUMIDOR FINAL CNRT,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3260.4800000000,,,,,,//
"27/01/2020",Factura de Venta,"0001 - Factura Electronica","00002545",C,Cerrada,CL000269,CONSUMIDOR FINAL CNRT,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3260.4800000000,,,,,,//
"27/01/2020",Factura de Venta,"0001 - Factura Electronica","00002546",C,Cerrada,CL000269,CONSUMIDOR FINAL CNRT,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3260.4800000000,,,,,,//
"27/01/2020",Factura de Venta,"0001 - Factura Electronica","00002547",C,Cerrada,CL000269,CONSUMIDOR FINAL CNRT,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3260.4800000000,,,,,,//
"27/01/2020",Factura de Venta,"0001 - Factura Electronica","00002548",C,Cerrada,CL000269,CONSUMIDOR FINAL CNRT,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3260.4800000000,,,,,,//
"27/01/2020",Factura de Venta,"0001 - Factura Electronica","00002549",C,Cerrada,CL000269,CONSUMIDOR FINAL CNRT,xx,"01.01.04.01.04",Consumidor Final a Cobrar,"04.01.01.01.01",Prestaciones Ambulatorias,3260.4800000000,,,,,,//
